"#%s. ","#%s. "
"Promotion Catalog Price Rule has id \"%s\" is not existed.","Promotion Catalog Price Rule has id \"%s\" is not existed."
"Promotion Catalog Price Rule has id \"%s\" was not able to synchronized because Zoho Campaigns for Catalog Price Rules was disabled.","Promotion Catalog Price Rule has id \"%s\" was not able to synchronized because Zoho Campaigns for Catalog Price Rules was disabled."
"Promotion Catalog Price Rule(s) has been added to synchronization queue unsuccessfully: You have no permission do this.","Promotion Catalog Price Rule(s) has been added to synchronization queue unsuccessfully: You have no permission do this."
"Promotion Rules from Campaigns","Promotion Rules from Campaigns"
"Promotion Shopping Cart Price Rule has been synchronized unsuccessfully: You have no permission do this.","Promotion Shopping Cart Price Rule has been synchronized unsuccessfully: You have no permission do this."
"Promotion Shopping Cart Price Rule has id \"%s\" has been synchronized successfully.","Promotion Shopping Cart Price Rule has id \"%s\" has been synchronized successfully."
"Promotion Shopping Cart Price Rule has id \"%s\" is not existed.","Promotion Shopping Cart Price Rule has id \"%s\" is not existed."
"Promotion Shopping Cart Price Rule has id \"%s\" was not able to synchronized because Zoho Campaigns for Catalog Price Rules was disabled.","Promotion Shopping Cart Price Rule has id \"%s\" was not able to synchronized because Zoho Campaigns for Catalog Price Rules was disabled."
"Promotion Shopping Cart Price Rule(s) has been added to synchronization queue unsuccessfully: You have no permission do this.","Promotion Shopping Cart Price Rule(s) has been added to synchronization queue unsuccessfully: You have no permission do this."
"Promotions","Promotions"
"Potential Activities","Potential Activities"
"Potential Information","Potential Information"
"Potential Settings have been saved successfully.","Potential Settings have been saved successfully."
"Potential Type with","Potential Type with"
"Potential Zoho Id","Potential Zoho Id"
"Potentials","Potentials"
"Public In RSS Feed","Public In RSS Feed"
"Qty Backordered","Qty Backordered"
"Qty for Item's Status to Become Out of Stock","Qty for Item's Status to Become Out of Stock"
"Qty in Demand","Qty in Demand"
"Qty Increments","Qty Increments"
"Qty Invoiced","Qty Invoiced"
"Qty Uses Decimals","Qty Uses Decimals"
"Quantity","Quantity"
"Queue","Queue"
"Queue Item","Queue Item"
"Queue Item Details","Queue Item Details"
"Queue item has been deleted successfully.","Queue item has been deleted successfully."
"Queue item has been saved successfully.","Queue item has been saved successfully."
"Queue item has been saved unsuccessfully: %s.","Queue item has been saved unsuccessfully: %s."
"Queue item has been updated successfully.","Queue item has been updated successfully."
"Queue item has been updated unsuccessfully: %s.","Queue item has been updated unsuccessfully: %s."
"Queue Item Information","Queue Item Information"
"Queue Item Tracking","Queue Item Tracking"
"Queue Manager","Queue Manager"
"Queue Synchronization was Completed.","Queue Synchronization was Completed."
"Queue Synchronization was Stopped: Zoho user license was limited.","Queue Synchronization was Stopped: Zoho user license was limited."
"Quote / Order Details","Quote / Order Details"
"Quote (Cart) Information","Quote (Cart) Information"
"Quote Created At","Quote Created At"
"Quote has been disabled unsuccessfully: You have no permission do this.","Quote has been disabled unsuccessfully: You have no permission do this."
"Quote has been synchronize unsuccessfully: You have no permission do this.","Quote has been synchronize unsuccessfully: You have no permission do this."
"Quote has id \"%s\" has been disabled successfully.","Quote has id \"%s\" has been disabled successfully."
"Quote has id \"%s\" has been synchronize successfully.","Quote has id \"%s\" has been synchronize successfully."
"Quote has id \"%s\" is not existed.","Quote has id \"%s\" is not existed."
"Quote has id \"%s\" of customer %s has been created new successfully.","Quote has id \"%s\" of customer %s has been created new successfully."
"Quote has id \"%s\" of customer %s has been updated successfully.","Quote has id \"%s\" of customer %s has been updated successfully."
"Quote Last Updated","Quote Last Updated"
"Quote Name","Quote Name"
"Quote Saved (Backend)","Quote Saved (Backend)"
"Quote Saved (Frontend)","Quote Saved (Frontend)"
"Quote(s) has been added to synchronization queue unsuccessfully: You have no permission do this.","Quote(s) has been added to synchronization queue unsuccessfully: You have no permission do this."
"Quotes","Quotes"
"Quotes (Cart Data)","Quotes (Cart Data)"
"Re-put into Queue","Re-put into Queue"
"Recognize via","Recognize via"
"Reconnect","Reconnect"
"Refresh","Refresh"
"Refresh list ZohoCRM fields","Refresh list ZohoCRM fields"
"Refresh list ZohoCRM fields of %s successfully.","Refresh list ZohoCRM fields of %s successfully."
"Register Date","Register Date"
"Renew Token","Renew Token"
"Report Addresses","Report Addresses"
"Report Catalog Price Rules","Report Catalog Price Rules"
"Report Chart","Report Chart"
"Report Customer's Addresses (Each address will be a Zoho Contact)","Report Customer's Addresses (Each address will be a Zoho Contact)"
"Report Customers","Report Customers"
"Report Details","Report Details"
"Report Invoices","Report Invoices"
"Report Logs Status","Report Logs Status"
"Report Orders","Report Orders"
"Report Products","Report Products"
"Report Promotions","Report Promotions"
"Report Queue Status","Report Queue Status"
"Report Quotes","Report Quotes"
"Report Shopping Cart Price Rules","Report Shopping Cart Price Rules"
"Report Subscribers","Report Subscribers"
"Report Synchronization Addresses","Report Synchronization Addresses"
"Report Synchronization Customers","Report Synchronization Customers"
"Report Synchronization Invoices","Report Synchronization Invoices"
"Report Synchronization Logs","Report Synchronization Logs"
"Report Synchronization Orders","Report Synchronization Orders"
"Report Synchronization Products","Report Synchronization Products"
"Report Synchronization Quotes","Report Synchronization Quotes"
"Report Synchronization Subscribers","Report Synchronization Subscribers"
"Report Synchronized Addresses","Report Synchronized Addresses"
"Report Synchronized Customers","Report Synchronized Customers"
"Report Synchronized Invoices","Report Synchronized Invoices"
"Report Synchronized Orders","Report Synchronized Orders"
"Report Synchronized Products","Report Synchronized Products"
"Report Synchronized Promotions","Report Synchronized Promotions"
"Report Synchronized Quotes","Report Synchronized Quotes"
"Report Synchronized Subscribers","Report Synchronized Subscribers"
"Reporting","Reporting"
"Request API","Request API"
"Requested On","Requested On"
"Reset All Catalog Price Zoho Ids","Reset All Catalog Price Zoho Ids"
"Reset All Events & Tasks Zoho Id","Reset All Events & Tasks Zoho Id"
"Reset All Shopping Cart Price Zoho Ids","Reset All Shopping Cart Price Zoho Ids"
"Reset All Zoho Ids","Reset All Zoho Ids"
"Reset events & tasks","Reset events & tasks"
"Reset Events' & Tasks' Zoho id of all orders","Reset Events' & Tasks' Zoho id of all orders"
"Reset Events' & Tasks' Zoho id of individual order","Reset Events' & Tasks' Zoho id of individual order"
"Reset password and send email when","Reset password and send email when"
"Reset Potential Zoho id for all orders","Reset Potential Zoho id for all orders"
"Reset Potential Zoho id for all quotes","Reset Potential Zoho id for all quotes"
"Reset Potential Zoho id for individual order","Reset Potential Zoho id for individual order"
"Reset Potential Zoho id for individual quote","Reset Potential Zoho id for individual quote"
"Reset Zoho Id","Reset Zoho Id"
"Reset Zoho id for all customer's addresses","Reset Zoho id for all customer's addresses"
"Reset Zoho id for all customers","Reset Zoho id for all customers"
"Reset Zoho id for all invoices","Reset Zoho id for all invoices"
"Reset Zoho id for all products","Reset Zoho id for all products"
"Reset Zoho id for all promotions","Reset Zoho id for all promotions"
"Reset Zoho id for all subscribers","Reset Zoho id for all subscribers"
"Reset Zoho id for individual customer","Reset Zoho id for individual customer"
"Reset Zoho id for individual customer's address","Reset Zoho id for individual customer's address"
"Reset Zoho id for individual invoice","Reset Zoho id for individual invoice"
"Reset Zoho id for individual product","Reset Zoho id for individual product"
"Reset Zoho id for individual promotion","Reset Zoho id for individual promotion"
"Reset Zoho id for individual subscriber","Reset Zoho id for individual subscriber"
"Rule Action","Rule Action"
"Rule Information","Rule Information"
"Rule Name","Rule Name"
"Run","Run"
"Run Loading","Run Loading"
"Run Synchronize Data in Queue","Run Synchronize Data in Queue"
"Running","Running"
"Sales Order %s has has been added new comment successfully.","Sales Order %s has has been added new comment successfully."
"Sales Orders","Sales Orders"
"Sales' Comments","Sales' Comments"
"Sales' Comments from Tasks","Sales' Comments from Tasks"
"Sales' Statuses History","Sales' Statuses History"
"SalesOrder Settings have been saved successfully.","SalesOrder Settings have been saved successfully."
"Save","Save"
"Save & Continue New","Save & Continue New"
"Save & Reset","Save & Reset"
"Save Log Mode","Save Log Mode"
"Save Mapping","Save Mapping"
"Save mapping attribute unsuccessfully: Attribute <b>%s</b> in Object type <b>%s</b> was existed.","Save mapping attribute unsuccessfully: Attribute <b>%s</b> in Object type <b>%s</b> was existed."
"Save mapping attribute unsuccessfully: Mapping for Zoho field <b>%s</b> was existed.","Save mapping attribute unsuccessfully: Mapping for Zoho field <b>%s</b> was existed."
"Save mapping currency unsuccessfully: Currency code \"%s\" was mapped.","Save mapping currency unsuccessfully: Currency code \"%s\" was mapped."
"Save mapping currency unsuccessfully: Zoho currency \"%s\" was mapped.","Save mapping currency unsuccessfully: Zoho currency \"%s\" was mapped."
"Save payment attribute unsuccessfully: Attribute Code <b>\"%s\"</b> was existed.","Save payment attribute unsuccessfully: Attribute Code <b>\"%s\"</b> was existed."
"Save payment attribute unsuccessfully: Attribute Name <b>\"%s\"</b> was existed.","Save payment attribute unsuccessfully: Attribute Name <b>\"%s\"</b> was existed."
"Save zoho user account unsuccessfully: Zoho user <b>\"%s\"</b> was existed.","Save zoho user account unsuccessfully: Zoho user <b>\"%s\"</b> was existed."
"Search","Search"
"Search By","Search By"
"second(s)","second(s)"
"Select data types will be logged when they were synchronized to ZohoCRM Site","Select data types will be logged when they were synchronized to ZohoCRM Site"
"Send Confirmation Request Email","Send Confirmation Request Email"
"Send Mail After Synchronization,"Send Mail After Synchronization"
"Send Mail After Synchronize in Cron","Send Mail After Synchronize in Cron"
"Send Mail Notification To Users After Synchronization","Send Mail Notification To Users After Synchronization"
"Send Mail Notification To Users When Zoho User's License is Limited","Send Mail Notification To Users When Zoho User's License is Limited"
"Send Mail To Users","Send Mail To Users"
"Send Mail When Zoho User's License is Limited","Send Mail When Zoho User's License is Limited"
"Sender Email","Sender Email"
"Sender Name","Sender Name"
"Serial Information","Serial Information"
"Serial Key","Serial Key"
"Serial Key Information","Serial Key Information"
"Setup Loading Data","Setup Loading Data"
"Setup Loading Data in Cronjob","Setup Loading Data in Cronjob"
"Setup Prefix for Zoho Quote Subject. The suffix will be Magento Quote Id. You can use this setting to distinguish Quotes between your stores. Example: Default value is <b>\"QUOTE-\"</b>, so, Subject of Zoho Quotes will be QUOTE-1, QUOTE-2...","Setup Prefix for Zoho Quote Subject. The suffix will be Magento Quote Id. You can use this setting to distinguish Quotes between your stores. Example: Default value is <b>\"QUOTE-\"</b>, so, Subject of Zoho Quotes will be QUOTE-1, QUOTE-2..."
"Setup Prefix for Zoho SalesOrder Subject. The suffix will be Order Increment Id in Magento. Example: Prefix is %s, so SalesOrder Subject of Order 100000027 will be %s100000027. You can use this setting to know SalesOrders of which your stores.","Setup Prefix for Zoho SalesOrder Subject. The suffix will be Order Increment Id in Magento. Example: Prefix is %s, so SalesOrder Subject of Order 100000027 will be %s100000027. You can use this setting to know SalesOrders of which your stores."
"Shipment %s has been added new comment successfully.","Shipment %s has been added new comment successfully."
"Shipments","Shipments"
"Shipping Address","Shipping Address"
"Shipping Carrier","Shipping Carrier"
"Shipping Full Tracking Carrier","Shipping Full Tracking Carrier"
"Shipping Information","Shipping Information"
"Shopping Cart Price & Zoho Campaigns","Shopping Cart Price & Zoho Campaigns"
"Shopping Cart Price Rule %s has id %s has been added new successfully.","Shopping Cart Price Rule %s has id %s has been added new successfully."
"Shopping Cart Price Rule %s has id %s has been updated successfully.","Shopping Cart Price Rule %s has id %s has been updated successfully."
"Shopping Cart Price Rule Saved (Backend)","Shopping Cart Price Rule Saved (Backend)"
"Shopping Cart Price Rule Saved (Frontend)","Shopping Cart Price Rule Saved (Frontend)"
"Shopping Cart Price Rules","Shopping Cart Price Rules"
"Show XML Format","Show XML Format"
"Size","Size"
"Smart Mapping","Smart Mapping"
"So sorry, system could't recognize this campaign is catalog price rule or shopping cart price rule.","So sorry, system could't recognize this campaign is catalog price rule or shopping cart price rule."
"So sorry, Zoho Campaign for Catalog Price Rule is not acceptable. To enable it, let click %s.","So sorry, Zoho Campaign for Catalog Price Rule is not acceptable. To enable it, let click %s."
"So sorry, Zoho Campaign for Shopping Cart Price Rule is not acceptable. To enable it, let click %s.","So sorry, Zoho Campaign for Shopping Cart Price Rule is not acceptable. To enable it, let click %s."
"So sorry, Zoho Lead is not acceptable. To enable it, let click %s.","So sorry, Zoho Lead is not acceptable. To enable it, let click %s."
"So sorry, Zoho Task for Credit Memo's Comment is not acceptable. To enable it, let click %s.","So sorry, Zoho Task for Credit Memo's Comment is not acceptable. To enable it, let click %s."
"So sorry, Zoho Task for Invoice's Comment is not acceptable. To enable it, let click %s.","So sorry, Zoho Task for Invoice's Comment is not acceptable. To enable it, let click %s."
"So sorry, Zoho Task for Shipment's Comment is not acceptable. To enable it, let click %s.","So sorry, Zoho Task for Shipment's Comment is not acceptable. To enable it, let click %s."
"Sometimes cronjob synchronization could be failure because you setted up synchronizing too much data in each synchronization session (system stopped synchronization but status still is <b>Is Synchronizing...</b>). To fix this error, let set <b>Synchronize Queue Data in Cronjob</b> is <b><u>disabled</u></b>, and then <b>reset <u>enabled</u></b>.","Sometimes cronjob synchronization could be failure because you setted up synchronizing too much data in each synchronization session (system stopped synchronization but status still is <b>Is Synchronizing...</b>). To fix this error, let set <b>Synchronize Queue Data in Cronjob</b> is <b><u>disabled</u></b>, and then <b>reset <u>enabled</u></b>."
"Sorry, your Magento is not Community edition, so, you can't use ZohoCRM Bidirectional Synchronization with Standard edition. Please <a target='_blank' href='http://www.crm4ecommerce.com/magento-zohocrm-bidirectional-synchronization-free-edition.html/'>purchase</a> ZohoCRM Bidirectional Synchronization with Professional or Enterprise edition.","Sorry, your Magento is not Community edition, so, you can't use ZohoCRM Bidirectional Synchronization with Standard edition. Please <a target='_blank' href='http://www.crm4ecommerce.com/magento-zohocrm-bidirectional-synchronization-free-edition.html/'>purchase</a> ZohoCRM Bidirectional Synchronization with Professional or Enterprise edition."
"Sort Order","Sort Order"
"Stage","Stage"
"Stage Available","Stage Available"
"Stage Closed Lost","Stage Closed Lost"
"Stage Closed Won","Stage Closed Won"
"Stage Come Back","Stage Come Back"
"Stage Has Contact","Stage Has Contact"
"Stage Has no Contact","Stage Has no Contact"
"Stage of Lead when Customer has at least a customer's address.","Stage of Lead when Customer has at least a customer's address."
"Stage of Lead when Customer has no customer's address.","Stage of Lead when Customer has no customer's address."
"Stage of Potential when cart is updated add address and order hasn't just been created. Generally, this is Proposal/Price Quote. Probability for this stage is 0%.","Stage of Potential when cart is updated add address and order hasn't just been created. Generally, this is Proposal/Price Quote. Probability for this stage is 0%."
"Stage of Potential when customers after some days (greater than 1 day) no visit they come back and re-handle with their shopping cart. Generally, this is Needs Analysis. Probability for this stage is 0%.","Stage of Potential when customers after some days (greater than 1 day) no visit they come back and re-handle with their shopping cart. Generally, this is Needs Analysis. Probability for this stage is 0%."
"Stage of Potential when it is closed and no order created or order is created but it is Closed or Canceled. Generally, this stage is Closed Lost. Probability for this stage is 0%.","Stage of Potential when it is closed and no order created or order is created but it is Closed or Canceled. Generally, this stage is Closed Lost. Probability for this stage is 0%."
"Stage of Potential when it is closed and order created and order is completed. Generally, this stage is Closed Won. Probability for this stage is 100%.","Stage of Potential when it is closed and order created and order is completed. Generally, this stage is Closed Won. Probability for this stage is 100%."
"Stage of Potential when order is created but it hasn't just been completed, canceled or closed. Generally, this stage is Negotiation/Review. Probability for this stage is based on calculation rate the complete orders of before orders that customer created.","Stage of Potential when order is created but it hasn't just been completed, canceled or closed. Generally, this stage is Negotiation/Review. Probability for this stage is based on calculation rate the complete orders of before orders that customer created."
"Stage of Potential when order is processing. Generally, this stage is Order Processing. Probability for this stage is probability in stage Order Created plus the part of probability is caculated from total paid.","Stage of Potential when order is processing. Generally, this stage is Order Processing. Probability for this stage is probability in stage Order Created plus the part of probability is caculated from total paid."
"Stage of Potential when shopping cart of customer is created, viewed and added products. Generally, this is Qualification. Probability for this stage is 0%.","Stage of Potential when shopping cart of customer is created, viewed and added products. Generally, this is Qualification. Probability for this stage is 0%."
"Stage of Quote when cart is updated add address and order hasn't just been created. Generally, this is On Hold.","Stage of Quote when cart is updated add address and order hasn't just been created. Generally, this is On Hold."
"Stage of Quote when it is closed and order is canceled or closed. Generally, this stage is Closed Lost.","Stage of Quote when it is closed and order is canceled or closed. Generally, this stage is Closed Lost."
"Stage of Quote when it is closed and order is completed. Generally, this stage is Closed Won.","Stage of Quote when it is closed and order is completed. Generally, this stage is Closed Won."
"Stage of Quote when order is created but it hasn't just been completed, canceled or closed. Generally, this stage is Confirmed.","Stage of Quote when order is created but it hasn't just been completed, canceled or closed. Generally, this stage is Confirmed."
"Stage of Quote when shopping cart of customer is created, viewed and added products. Generally, this is Draft.","Stage of Quote when shopping cart of customer is created, viewed and added products. Generally, this is Draft."
"Stage Order Created","Stage Order Created"
"Stage Order Processing","Stage Order Processing"
"Stage Quote","Stage Quote"
"Stage Review Cart","Stage Review Cart"
"State/Region","State/Region"
"Start Date","Start Date"
"Start remoting data...","Start remoting data..."
"Start Time","Start Time"
"Start Synchronize Data","Start Synchronize Data"
"starts with","starts with"
"Status","Status"
"Statuses History & Comments of Orders","Statuses History & Comments of Orders"
"Statuses History & Zoho Events","Statuses History & Zoho Events"
"Statuses History Information","Statuses History Information"
"Stock Availability","Stock Availability"
"Stock Information","Stock Information"
"Stop","Stop"
"Stop Further Rules Processing","Stop Further Rules Processing"
"Stop Item","Stop Item"
"Stopped","Stopped"
"Store","Store"
"Store View","Store View"
"Subject Prefix","Subject Prefix"
"Setup Prefix for Zoho Invoice Subject. The suffix will be Increment Id of Invoice in Magento. Example: Prefix is %s, so Invoice Subject of Invoice has 100000014 will be %s100000014. You can use this setting to know Invoices of which your stores.","Setup Prefix for Zoho Invoice Subject. The suffix will be Increment Id of Invoice in Magento. Example: Prefix is %s, so Invoice Subject of Invoice has 100000014 will be %s100000014. You can use this setting to know Invoices of which your stores."
"Subscribed to Newsletter","Subscribed to Newsletter"
"Subscriber %s has been created new successfully.","Subscriber %s has been created new successfully."
"Subscriber %s has been updated successfully.","Subscriber %s has been updated successfully."
"Subscriber Changed Status (Backend)","Subscriber Changed Status (Backend)"
"Subscriber Email","Subscriber Email"
"Subscriber has been synchronized unsuccessfully: You have no permission do this.","Subscriber has been synchronized unsuccessfully: You have no permission do this."
"Subscriber has id \"%s\" has been synchronized successfully.","Subscriber has id \"%s\" has been synchronized successfully."
"Subscriber has id \"%s\" is not existed.","Subscriber has id \"%s\" is not existed."
"Subscriber Information","Subscriber Information"
"Subscriber Confirm Code","Subscriber Confirm Code"
"Subscriber Status","Subscriber Status"
"Subscriber Subscribed/Unsubscribed (Frontend)","Subscriber Subscribed/Unsubscribed (Frontend)"
"Subscribers","Subscribers"
"Subscribers & Zoho Leads","Subscribers & Zoho Leads"
"Subscriber(s) has been added to synchronization queue unsuccessfully: You have no permission do this.","Subscriber(s) has been added to synchronization queue unsuccessfully: You have no permission do this."
"Success","Success"
"Success Ids","Success Ids"
"Successfully","Successfully"
"Synchronize","Synchronize"
"Synchronize (Save)","Synchronize (Save)"
"Synchronize Data","Synchronize Data"
"Synchronize Data By Cronjob","Synchronize Data By Cronjob"
"Synchronize Data by Events","Synchronize Data by Events"
"Synchronize deleted products (in quotes, orders or invoices)","Synchronize deleted products (in quotes, orders or invoices)"
"Synchronize Instantly","Synchronize Instantly"
"Synchronize Queue Data in Cronjob","Synchronize Queue Data in Cronjob"
"Synchronized","Synchronized"
"Synchronized (Saved)","Synchronized (Saved)"
"Synchronized Address of Customer <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>","Synchronized Address of Customer <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>"
"Synchronized Addresses","Synchronized Addresses"
"Synchronized Catalog Price Rules","Synchronized Catalog Price Rules"
"Synchronized Customer <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>","Synchronized Customer <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>"
"Synchronized Customers","Synchronized Customers"
"Synchronized Events & Tasks of Order <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>","Synchronized Events & Tasks of Order <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>"
"Synchronized Invoice <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>","Synchronized Invoice <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>"
"Synchronized Invoices","Synchronized Invoices"
"Synchronized Order <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>","Synchronized Order <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>"
"Synchronized Orders","Synchronized Orders"
"Synchronized Product <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>","Synchronized Product <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>"
"Synchronized Products","Synchronized Products"
"Synchronized Promotion Catalog Price Rule <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>","Synchronized Promotion Catalog Price Rule <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>"
"Synchronized Promotion Shopping Cart Price Rule <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>","Synchronized Promotion Shopping Cart Price Rule <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>"
"Synchronized Promotions","Synchronized Promotions"
"Synchronized Quote <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>","Synchronized Quote <b>\"%s\"</b> has id <b>%s</b> %s at <b>%s</b>"
"Synchronized Quotes","Synchronized Quotes"
"Synchronized Shopping Cart Price Rules","Synchronized Shopping Cart Price Rules"
"Synchronized Subscriber has email <b>\"%s\"</b> %s at <b>%s</b>","Synchronized Subscriber has email <b>\"%s\"</b> %s at <b>%s</b>"
"Synchronized Subscribers","Synchronized Subscribers"
"Synchronized Successfully","Synchronized Successfully"
"Synchronized Unsuccessfully","Synchronized Unsuccessfully"
"Synchronization","Synchronization"
"Synchronization In Time","Synchronization In Time"
"Synchronization Log Details","Synchronization Log Details"
"Synchronization Logged Time","Synchronization Logged Time"
"Synchronization Logs","Synchronization Logs"
"Synchronization Model Overview","Synchronization Model Overview"
"Synchronization Queue","Synchronization Queue"
"Synchronization Queue Manager","Synchronization Queue Manager"
"Synchronization Report Customers's Addresses","Synchronization Report Customers's Addresses"
"Synchronization Report Customers","Synchronization Report Customers"
"Synchronization Report Invoices","Synchronization Report Invoices"
"Synchronization Report Orders","Synchronization Report Orders"
"Synchronization Report Products","Synchronization Report Products"
"Synchronization Report Promotions,"Synchronization Report Promotions"
"Synchronization Report Quotes","Synchronization Report Quotes"
"Synchronization Report Subscribers","Synchronization Report Subscribers"
"Synchronization Reports","Synchronization Reports"
"Synchronization Settings","Synchronization Settings"
"Synchronization Started Time","Synchronization Started Time"
"System disallow create new this product because it was marked up deleted.","System disallow create new this product because it was marked up deleted."
"Task Subject","Task Subject"
"Telephone","Telephone"
"Template Custom","Template Custom"
"Template Default","Template Default"
"Thank you for registering for url <u>%s</u>.","Thank you for registering for url <u>%s</u>."
"Thank you for registering.","Thank you for registering."
"The information in this tab has been changed.","The information in this tab has been changed."
"The values are separated by commas (,). <b>{{empty}}</b> is empty value.","The values are separated by commas (,). <b>{{empty}}</b> is empty value."
"The Zoho Leads that want to be imported into Subscribers must to have email value.","The Zoho Leads that want to be imported into Subscribers must to have email value."
"There is no zoho account has id is \"%s\".","There is no zoho account has id is \"%s\"."
"This condition will be used when load / import a new Campaign from Zoho CRM.","This condition will be used when load / import a new Campaign from Zoho CRM."
"This default value will be used for orders when load new salesorders from ZohoCRM but have no payment method.","This default value will be used for orders when load new salesorders from ZohoCRM but have no payment method."
"This default value will be used for orders when load new salesorders from ZohoCRM but have no shipping method.","This default value will be used for orders when load new salesorders from ZohoCRM but have no shipping method."
"This event will be incurred when our module calls zoho crm api exceed maximum number of calls per day.<br/><b>Example:</b> Zoho Free Account maximum number of calls is 250 times per day.<br/>To view called number time of your zoho account let open your <b>Zoho CRM page > Setup > Developer Space > CRM API > Usage Information</b>.","This event will be incurred when our module calls zoho crm api exceed maximum number of calls per day.<br/><b>Example:</b> Zoho Free Account maximum number of calls is 250 times per day.<br/>To view called number time of your zoho account let open your <b>Zoho CRM page > Setup > Developer Space > CRM API > Usage Information</b>."
"This condition will be used when load / import a new Campaign from Zoho CRM.","This condition will be used when load / import a new Campaign from Zoho CRM."
"This tab contains invalid data. Please solve the problem before saving.","This tab contains invalid data. Please solve the problem before saving."
"This lead object is not allowable imported because there is no email value in this lead information.","This lead object is not allowable imported because there is no email value in this lead information.
"This lead object is not allowable imported. Let see %s to know more details.","This lead object is not allowable imported. Let see %s to know more details."
"This is format of campaign name field of Zoho Campaigns that corresponding with Promotions Catalog Price Rules.<br/>Default is: <b>\"%s\"</b>.","This is format of campaign name field of Zoho Campaigns that corresponding with Promotions Catalog Price Rules.<br/>Default is: <b>\"%s\"</b>."
"This is format of campaign name field of Zoho Campaigns that corresponding with Promotions Shopping Cart Price Rules.<br/>Default is: <b>\"%s\"</b>.","This is format of campaign name field of Zoho Campaigns that corresponding with Promotions Shopping Cart Price Rules.<br/>Default is: <b>\"%s\"</b>."
"This is format of each generated coupon in corresponding Zoho CRM Textarea field (each coupon will be a row in that Zoho field).<br/>Default format is: <b>\"%s\"</b>.","This is format of each generated coupon in corresponding Zoho CRM Textarea field (each coupon will be a row in that Zoho field).<br/>Default format is: <b>\"%s\"</b>."
"This is format of zoho leads company field. <b>{{company}}</b> is value of default billing company or primary company. If these values is empty, <b>{{company}}</b> will be customer firstname combine with customer lastname. <b>{{customer_id}}</b> will be id of customer.<br/><b>Attention:</b> Zoho system disallow two accounts have the same account name, so, when zoho lead is converted to zoho account, lead company will be converted to account name and this lead record will be consolidated with the existed account if the account name is existed. To avoid this case, zoho lead company should be combined between {{company}} with {{customer_id}}.<br/>Default format is <b>{{company}} (#{{customer_id}})</b>.","This is format of zoho leads company field. <b>{{company}}</b> is value of default billing company or primary company. If these values is empty, <b>{{company}}</b> will be customer firstname combine with customer lastname. <b>{{customer_id}}</b> will be id of customer.<br/><b>Attention:</b> Zoho system disallow two accounts have the same account name, so, when zoho lead is converted to zoho account, lead company will be converted to account name and this lead record will be consolidated with the existed account if the account name is existed. To avoid this case, zoho lead company should be combined between {{company}} with {{customer_id}}.<br/>Default format is <b>{{company}} (#{{customer_id}})</b>."
"This is format of subject field of Zoho Events that corresponding with statuses history when Credit Memos have been just created.<br/>Default is: <b>\"%s\"</b>.","This is format of subject field of Zoho Events that corresponding with statuses history when Credit Memos have been just created.<br/>Default is: <b>\"%s\"</b>."
"This is format of subject field of Zoho Events that corresponding with statuses history when Invoices have been just created.<br/>Default is: <b>\"%s\"</b>.","This is format of subject field of Zoho Events that corresponding with statuses history when Invoices have been just created.<br/>Default is: <b>\"%s\"</b>."
"This is format of subject field of Zoho Events that corresponding with Order's Statuses History.<br/>Default is: <b>\"%s\"</b>.","This is format of subject field of Zoho Events that corresponding with Order's Statuses History.<br/>Default is: <b>\"%s\"</b>."
"This is format of subject field of Zoho Events that corresponding with statuses history when Shipments have been just created.<br/>Default is: <b>\"%s\"</b>.","This is format of subject field of Zoho Events that corresponding with statuses history when Shipments have been just created.<br/>Default is: <b>\"%s\"</b>."
"This is format of subject field of Zoho Events that corresponding with statuses history when Shipment Tracking Number assigned.<br/>Default is: <b>\"%s\"</b>.","This is format of subject field of Zoho Events that corresponding with statuses history when Shipment Tracking Number assigned.<br/>Default is: <b>\"%s\"</b>."
"This is format of subject field of Zoho Tasks that corresponding with comments when Invoice was added comment.<br/>Default is: <b>\"%s\"</b>.","This is format of subject field of Zoho Tasks that corresponding with comments when Invoice was added comment.<br/>Default is: <b>\"%s\"</b>."
"This is format of subject field of Zoho Tasks that corresponding with comments when Shipment was added comment.<br/>Default is: <b>\"%s\"</b>.","This is format of subject field of Zoho Tasks that corresponding with comments when Shipment was added comment.<br/>Default is: <b>\"%s\"</b>."
